id,name,code,description,type,codelist
P35,緯度,P35_001,道の駅の緯度,実数型（Real）,FALSE
P35,経度,P35_002,道の駅の経度,実数型（Real）,FALSE
P35,都道府県名,P35_003,都道府県名,文字列型（CharacterString）,FALSE
P35,市町村名,P35_004,市町村名,文字列型（CharacterString）,FALSE
P35,行政コード,P35_005,行政コード,コードリスト「行政コード」,TRUE
P35,道の駅名,P35_006,道の駅名,文字列型（CharacterString）,FALSE
P35,ホームページアドレス1,P35_007,道の駅のHPアドレス（1つ目）,文字列型（CharacterString）,FALSE
P35,ホームページアドレス2,P35_008,道の駅のHPアドレス（2つ目）,文字列型（CharacterString）,FALSE
P35,ホームページアドレス3,P35_009,道の駅のHPアドレス（3つ目）,文字列型（CharacterString）,FALSE
P35,ホームページアドレス4,P35_010,道の駅のHPアドレス（4つ目）,文字列型（CharacterString）,FALSE
P35,ATM有無,P35_011,あり：1，なし：2,数値型（Integer）,FALSE
P35,ベビーベッド有無,P35_012,あり：1，なし：2,数値型（Integer）,FALSE
P35,レストラン有無,P35_013,あり：1，なし：2,数値型（Integer）,FALSE
P35,軽食・喫茶有無,P35_014,あり：1，なし：2,数値型（Integer）,FALSE
P35,宿泊施設有無,P35_015,あり：1，なし：2,数値型（Integer）,FALSE
P35,温泉施設有無,P35_016,あり：1，なし：2,数値型（Integer）,FALSE
P35,キャンプ場等有無,P35_017,あり：1，なし：2,数値型（Integer）,FALSE
P35,公園有無,P35_018,あり：1，なし：2,数値型（Integer）,FALSE
P35,展望台有無,P35_019,あり：1，なし：2,数値型（Integer）,FALSE
P35,美術館・博物館有無,P35_020,あり：1，なし：2,数値型（Integer）,FALSE
P35,ガソリンスタンド有無,P35_021,あり：1，なし：2,数値型（Integer）,FALSE
P35,EV充電施設有無,P35_022,あり：1，なし：2,数値型（Integer）,FALSE
P35,無線LAN有無,P35_023,あり：1，なし：2,数値型（Integer）,FALSE
P35,シャワー有無,P35_024,あり：1，なし：2,数値型（Integer）,FALSE
P35,体験施設有無,P35_025,あり：1，なし：2,数値型（Integer）,FALSE
P35,観光案内有無,P35_026,あり：1，なし：2,数値型（Integer）,FALSE
P35,身障者トイレ有無,P35_027,あり：1，なし：2,数値型（Integer）,FALSE
P35,ショップ有無,P35_028,あり：1，なし：2,数値型（Integer）,FALSE
